time,G(i),H_sun,T2m,WS10m,Int
20231108:1111,302.56,18.67,9.37,11.93,0
20231108:1211,398.2,20.32,9.58,12.48,0
20231108:1311,151.98,19.57,8.94,11.93,0
20231108:1411,22.05,16.53,9.27,10,0
20231108:1511,312.58,11.49,9.34,9.45,0
20231108:1611,29.08,4.86,9.09,9.03,0
20231108:1711,0,0,8.59,8.97,0
20231108:1811,0,0,8.64,9.03,0
20231108:1911,0,0,8.28,9.38,0
20231108:2011,0,0,8.01,10,0
20231108:2111,0,0,7.94,10.76,0
20231108:2211,0,0,7.65,11.17,0
20231108:2311,0,0,7.96,10.28,0
20231109:0011,0,0,8,10,0
20231109:0111,0,0,7.99,10,0
20231109:0211,0,0,7.76,10.76,0
20231109:0311,0,0,8.14,10.69,0
20231109:0411,0,0,8.43,11.17,0
20231109:0511,0,0,8.47,11.17,0
20231109:0611,0,0,8.96,10.83,0
20231109:0711,0,0,8.52,11.59,0
20231109:0811,1.84,1.75,8.57,11.24,0
20231109:0911,13.78,8.86,8.42,12.14,0
20231109:1011,35.83,14.54,8.7,12.14,0
20231109:1111,61.56,18.39,8.79,11.66,0
20231109:1211,87.28,20.03,9.26,10.55,0
20231109:1311,646.29,19.29,9.84,9.52,0
20231109:1411,309.48,16.26,10.24,8.9,0
20231109:1511,383.14,11.23,10.36,8.41,0
20231109:1611,111.34,4.62,10.37,8.28,0
20231109:1711,0,0,9.61,9.1,0
20231109:1811,0,0,9.71,9.24,0
20231109:1911,0,0,9.52,9.52,0
20231109:2011,0,0,9.83,10.14,0
20231109:2111,0,0,10.12,11.38,0
20231109:2211,0,0,9.37,13.59,0
20231109:2311,0,0,9.97,13.72,0
20231110:0011,0,0,9.64,11.93,0
20231110:0111,0,0,9.65,12.14,0
20231110:0211,0,0,9.41,11.45,0
20231110:0311,0,0,9.38,10.07,0
20231110:0411,0,0,9.55,9.59,0
20231110:0511,0,0,9.79,9.24,0
20231110:0611,0,0,9.89,8.83,0
20231110:0711,0,0,10.01,8.34,0
20231110:0811,0.92,1.49,9.97,8,0
20231110:0911,261.8,8.59,10.25,7.86,0
20231110:1011,394.41,14.27,10.55,8.41,0
20231110:1111,287.57,18.1,10.96,8.62,0
20231110:1211,617.04,19.74,11.07,9.45,0
20231110:1311,374.12,19.01,11.17,9.59,0
20231110:1411,190.23,16,11.25,9.38,0
20231110:1511,197.51,10.99,11.2,8.69,0
20231110:1611,139.98,4.39,10.78,8.07,0
20231110:1711,0,0,10.38,7.59,0
20231110:1811,0,0,10.22,7.38,0
20231110:1911,0,0,9.99,7.03,0
20231110:2011,0,0,9.71,6.21,0
20231110:2111,0,0,9.47,5.17,0
20231110:2211,0,0,8.76,4.07,0
20231110:2311,0,0,8.74,3.86,0
20231111:0011,0,0,8.63,3.66,0
20231111:0111,0,0,8.41,3.31,0
20231111:0211,0,0,7.88,3.17,0
20231111:0311,0,0,7.39,2.55,0
20231111:0411,0,0,7.83,1.66,0
20231111:0511,0,0,7.73,0.48,0
20231111:0611,0,0,7.7,0.9,0
20231111:0711,0,0,7.23,2.14,0
20231111:0811,0,0,6.96,3.03,0
20231111:0911,64.34,8.32,7.58,3.86,0
20231111:1011,99.11,13.99,7.81,4.97,0
20231111:1111,162.77,17.82,8.15,5.52,0
20231111:1211,166.02,19.46,8.22,6,0
20231111:1311,247.25,18.74,8.53,6.34,0
20231111:1411,162.33,15.74,8.63,6.69,0
20231111:1511,295.12,10.75,8.57,7.1,0
20231111:1611,11.94,4.17,8.21,7.59,0
20231111:1711,0,0,7.83,8.34,0
20231111:1811,0,0,7.78,8.21,0
20231111:1911,0,0,7.81,8.14,0
20231111:2011,0,0,7.73,8.28,0
20231111:2111,0,0,7.71,8.48,0
20231111:2211,0,0,8.32,8.28,0
20231111:2311,0,0,8.54,8.07,0
20231112:0011,0,0,8.7,8,0
20231112:0111,0,0,8.93,8.41,0
20231112:0211,0,0,9.11,9.03,0
20231112:0311,0,0,9,9.72,0
20231112:0411,0,0,9.05,10.97,0
20231112:0511,0,0,9.12,10.69,0
20231112:0611,0,0,9.5,9.1,0
20231112:0711,0,0,9.93,6.21,0
20231112:0811,0,0,10.2,5.86,0
20231112:0911,138.17,8.06,10.51,6.97,0
20231112:1011,66.61,13.72,11.22,6.34,0
20231112:1111,34.91,17.54,11.31,7.31,0
20231112:1211,538.52,19.18,11.42,7.93,0
20231112:1311,492.95,18.47,11.95,7.93,0
20231112:1411,526.92,15.48,12.29,9.24,0
20231112:1511,249.85,10.51,12.34,9.45,0
20231112:1611,22.77,3.95,11.84,8.69,0
20231112:1711,0,0,11.92,8.41,0
20231112:1811,0,0,11.97,8.83,0
20231112:1911,0,0,11.65,8.55,0
20231112:2011,0,0,11.27,7.72,0
20231112:2111,0,0,11.24,6.83,0
20231112:2211,0,0,12,6.28,0
20231112:2311,0,0,11.94,5.79,0
20231113:0011,0,0,11.51,5.86,0
20231113:0111,0,0,11.22,5.86,0
20231113:0211,0,0,10.64,7.31,0
20231113:0311,0,0,10.6,8.34,0
20231113:0411,0,0,10.79,4.21,0
20231113:0511,0,0,10.67,18.41,0
20231113:0611,0,0,10.61,14.76,0
20231113:0711,0,0,10.57,13.31,0
20231113:0811,0,0,10.92,12.14,0
20231113:0911,238.84,7.8,11.41,11.93,0
20231113:1011,328.82,13.45,11.69,11.72,0
20231113:1111,215.05,17.27,12.25,10.69,0
20231113:1211,539.7,18.91,12.41,9.86,0
20231113:1311,480.91,18.21,12.22,8.9,0
20231113:1411,56.04,15.24,12.06,8.41,0
20231113:1511,299.7,10.28,12.15,9.17,0
20231113:1611,14.7,3.73,11.93,9.66,0
20231113:1711,0,0,11.91,8.28,0
20231113:1811,0,0,11.81,9.45,0
20231113:1911,0,0,11.83,9.86,0
20231113:2011,0,0,11.72,9.17,0
20231113:2111,0,0,11.5,9.52,0
20231113:2211,0,0,11.29,9.31,0
20231113:2311,0,0,11.37,9.59,0
20231114:0011,0,0,11.42,10.07,0
20231114:0111,0,0,11.16,9.79,0
20231114:0211,0,0,11.01,9.31,0
20231114:0311,0,0,11.19,9.93,0
20231114:0411,0,0,11.16,9.17,0
20231114:0511,0,0,11.08,8.83,0
20231114:0611,0,0,10.98,8.14,0
20231114:0711,0,0,11.08,7.93,0
20231114:0811,0,0,10.98,8.34,0
20231114:0911,101.65,7.55,11.2,8.41,0
20231114:1011,265.25,13.19,11.48,7.79,0
20231114:1111,381.41,17,11.7,9.17,0
20231114:1211,378.79,18.65,11.68,9.45,0
20231114:1311,379.37,17.95,11.49,10,0
20231114:1411,396.15,14.99,11.47,10,0
20231114:1511,236.86,10.05,11.47,10.28,0
20231114:1611,21.66,3.53,11.42,10.14,0
20231114:1711,0,0,11.25,10,0
20231114:1811,0,0,10.99,10,0
20231114:1911,0,0,10.81,9.93,0
20231114:2011,0,0,10.81,10.28,0
20231114:2111,0,0,10.58,10,0
20231114:2211,0,0,10.23,9.86,0
20231114:2311,0,0,10.04,10.21,0
20231115:0011,0,0,9.87,10.55,0
20231115:0111,0,0,9.63,10.48,0
20231115:0211,0,0,9.69,9.86,0
20231115:0311,0,0,9.63,9.1,0
20231115:0411,0,0,9.52,8.97,0
20231115:0511,0,0,9.58,8.9,0
20231115:0611,0,0,9.74,8.34,0
20231115:0711,0,0,9.74,7.24,0
20231115:0811,0,0,9.69,6.55,0
20231115:0911,248.92,7.3,9.99,5.93,0
20231115:1011,234.04,12.93,10.26,5.66,0
20231115:1111,473.94,16.74,10.57,5.79,0
20231115:1211,422.46,18.39,10.68,5.59,0
20231115:1311,146.47,17.7,10.71,4.62,0
20231115:1411,105.85,14.76,10.83,3.45,0
20231115:1511,107.19,9.84,10.78,4,0
20231115:1611,11.94,3.33,10.47,4,0
20231115:1711,0,0,10.2,3.72,0
20231115:1811,0,0,10.06,3.79,0
20231115:1911,0,0,9.88,4,0
20231115:2011,0,0,9.67,4.41,0
20231115:2111,0,0,9.38,4.76,0
20231115:2211,0,0,9.06,4.55,0
20231115:2311,0,0,8.78,4.62,0
20231116:0011,0,0,8.64,4.62,0
20231116:0111,0,0,8.47,4.28,0
20231116:0211,0,0,8.42,4,0
20231116:0311,0,0,8.29,3.86,0
20231116:0411,0,0,8.38,3.38,0
20231116:0511,0,0,8.58,3.59,0
20231116:0611,0,0,8.61,4.48,0
20231116:0711,0,0,8.53,5.1,0
20231116:0811,0,0,8.79,6.14,0
20231116:0911,7.35,7.05,8.77,7.24,0
20231116:1011,16.54,12.68,9.12,9.03,0
20231116:1111,20.21,16.48,9.56,7.59,0
20231116:1211,357.07,18.13,10.07,6.62,0
20231116:1311,79.01,17.46,10.43,7.86,0
20231116:1411,212.41,14.53,10.52,8.83,0
20231116:1511,16.54,9.62,9.63,9.45,0
20231116:1611,6.43,3.13,8.57,9.72,0
20231116:1711,0,0,8.68,8.69,0
20231116:1811,0,0,9.4,8.62,0
20231116:1911,0,0,9.89,8.48,0
20231116:2011,0,0,9.78,9.24,0
20231116:2111,0,0,10.23,9.86,0
20231116:2211,0,0,9.87,11.31,0
20231116:2311,0,0,9.97,10.69,0
20231117:0011,0,0,9.9,10.62,0
20231117:0111,0,0,9.92,10.21,0
20231117:0211,0,0,9.91,9.17,0
20231117:0311,0,0,9.87,8.83,0
20231117:0411,0,0,9.8,7.1,0
20231117:0511,0,0,9.77,6,0
20231117:0611,0,0,9.69,4.21,0
20231117:0711,0,0,9.75,3.79,0
20231117:0811,0,0,9.89,2.76,0
20231117:0911,44.59,6.8,10.06,3.17,0
20231117:1011,46.86,12.42,10.06,2.55,0
20231117:1111,33.08,16.23,10.33,4.14,0
20231117:1211,33.99,17.88,10.11,5.66,0
20231117:1311,44.1,17.22,9.86,6,0
20231117:1411,32.16,14.3,9.21,7.1,0
20231117:1511,14.7,9.42,8.64,8.41,0
20231117:1611,3.68,2.94,8.49,9.93,0
20231117:1711,0,0,8.71,11.45,0
20231117:1811,0,0,9.37,11.1,0
20231117:1911,0,0,10.2,10.62,0
20231117:2011,0,0,10.6,9.79,0
20231117:2111,0,0,11.1,9.24,0
20231117:2211,0,0,12.31,7.93,0
20231117:2311,0,0,12.67,7.52,0
20231118:0011,0,0,12.98,7.52,0
20231118:0111,0,0,13.06,8.21,0
20231118:0211,0,0,13.14,8.83,0
20231118:0311,0,0,13.25,9.38,0
20231118:0411,0,0,13.03,10.14,0
20231118:0511,0,0,12.84,10.48,0
20231118:0611,0,0,13.03,10.76,0
20231118:0711,0,0,12.82,11.38,0
20231118:0811,0,0,12.99,11.45,0
20231118:0911,41.1,6.56,13.01,11.38,0
20231118:1011,169.21,12.18,12.85,11.86,0
20231118:1111,227.56,15.98,13.03,12.07,0
20231118:1211,179.66,17.64,12.83,11.93,0
20231118:1311,117.66,16.98,12.94,12.28,0
20231118:1411,25.73,14.09,12.69,12.55,0
20231118:1511,35.83,9.22,12.51,12.9,0
20231118:1611,4.59,2.76,12.39,13.38,0
20231118:1711,0,0,12,13.72,0
20231118:1811,0,0,11.76,13.52,0
20231118:1911,0,0,11.36,13.24,0
20231118:2011,0,0,11.32,12.07,0
20231118:2111,0,0,11.27,11.72,0
20231118:2211,0,0,11.3,13.38,0
20231118:2311,0,0,11.37,13.03,0
20231119:0011,0,0,11.38,12.14,0
20231119:0111,0,0,11.66,12.76,0
20231119:0211,0,0,11.67,12.97,0
20231119:0311,0,0,11.51,12.34,0
20231119:0411,0,0,12.03,11.86,0
20231119:0511,0,0,12.23,11.59,0
20231119:0611,0,0,12.19,12.28,0
20231119:0711,0,0,12.34,11.45,0
20231119:0811,0,0,12.35,11.93,0
20231119:0911,13.78,6.33,12.26,12,0
20231119:1011,89.41,11.94,12.2,12.69,0
20231119:1111,195.11,15.74,12.03,11.17,0
20231119:1211,286.26,17.4,11.93,11.03,0
20231119:1311,71.66,16.76,11.8,11.59,0
20231119:1411,99.36,13.87,11.7,11.66,0
20231119:1511,47.79,9.02,11.41,11.72,0
20231119:1611,6.43,2.58,11.08,11.38,0
20231119:1711,0,0,10.87,11.1,0
20231119:1811,0,0,10.69,10.34,0
20231119:1911,0,0,10.72,9.24,0
20231119:2011,0,0,10.81,6.76,0
20231119:2111,0,0,10.57,3.79,0
20231119:2211,0,0,10.32,3.59,0
20231119:2311,0,0,10.52,4.83,0
20231120:0011,0,0,10.72,5.93,0
20231120:0111,0,0,10.94,6.48,0
20231120:0211,0,0,11.43,8.07,0
20231120:0311,0,0,11.63,9.52,0
20231120:0411,0,0,11.49,9.31,0
20231120:0511,0,0,11.28,9.52,0
20231120:0611,0,0,11.09,9.66,0
20231120:0711,0,0,10.95,9.66,0
20231120:0811,0,0,10.67,10.14,0
20231120:0911,195.81,6.09,10.44,9.93,0
20231120:1011,286.92,11.7,10.57,9.66,0
20231120:1111,199.87,15.5,10.83,9.52,0
20231120:1211,440.87,17.17,10.86,9.66,0
20231120:1311,82.29,16.53,10.89,10.14,0
20231120:1411,33.08,13.67,10.88,9.79,0
20231120:1511,20.21,8.84,10.91,10.07,0
20231120:1611,19.28,2.41,10.55,9.59,0
20231120:1711,0,0,10.31,10,0
20231120:1811,0,0,10.18,10,0
20231120:1911,0,0,10.07,9.66,0
20231120:2011,0,0,10.15,8.21,0
20231120:2111,0,0,9.78,7.52,0
20231120:2211,0,0,9.54,7.1,0
20231120:2311,0,0,9.52,7.1,0
20231121:0011,0,0,9.45,7.45,0
20231121:0111,0,0,9.34,6.62,0
20231121:0211,0,0,9.23,6.07,0
20231121:0311,0,0,9.02,5.86,0
20231121:0411,0,0,8.84,5.24,0
20231121:0511,0,0,8.77,4.21,0
20231121:0611,0,0,8.82,3.66,0
20231121:0711,0,0,8.85,3.31,0
20231121:0811,0,0,9.05,2.76,0
20231121:0911,29.21,5.87,9.2,2.14,0
20231121:1011,74.83,11.47,9.73,2,0
20231121:1111,123.14,15.27,10.29,1.72,0
20231121:1211,116.73,16.94,10.95,2.14,0
20231121:1311,69.83,16.32,11.13,2.9,0
20231121:1411,34.91,13.47,11.2,3.52,0
20231121:1511,53.77,8.66,11.21,4.21,0
20231121:1611,1.84,2.25,11.22,4.83,0
20231121:1711,0,0,11.18,5.38,0
20231121:1811,0,0,11.24,5.72,0
20231121:1911,0,0,11.28,6.62,0
20231121:2011,0,0,11.44,7.17,0
20231121:2111,0,0,11.48,7.03,0
20231121:2211,0,0,11.47,7.45,0
20231121:2311,0,0,11.44,7.72,0
20231122:0011,0,0,11.43,7.38,0
20231122:0111,0,0,11.48,7.79,0
20231122:0211,0,0,11.59,8.34,0
20231122:0311,0,0,11.69,8.28,0
20231122:0411,0,0,11.82,8.41,0
20231122:0511,0,0,11.89,8.62,0
20231122:0611,0,0,11.93,8.76,0
20231122:0711,0,0,11.96,8.69,0
20231122:0811,0,0,11.98,8.62,0
20231122:0911,66.74,5.64,12.08,8.69,0
20231122:1011,48.69,11.24,11.93,9.17,0
20231122:1111,129.56,15.04,12.02,9.45,0
20231122:1211,38.59,16.72,12.06,8.83,0
20231122:1311,73.5,16.11,12.02,8.97,0
20231122:1411,138.3,13.28,11.95,8.62,0
20231122:1511,79.84,8.48,11.89,8.55,0
20231122:1611,3.68,2.09,11.84,8.48,0
20231122:1711,0,0,11.78,8.55,0
20231122:1811,0,0,11.74,8.62,0
20231122:1911,0,0,11.7,8.76,0
20231122:2011,0,0,11.63,8.76,0
20231122:2111,0,0,11.52,8.48,0
20231122:2211,0,0,11.58,8.69,0
20231122:2311,0,0,11.54,8.55,0
20231123:0011,0,0,11.54,8.34,0
20231123:0111,0,0,11.5,8.41,0
20231123:0211,0,0,11.46,8.48,0
20231123:0311,0,0,11.45,8.28,0
20231123:0411,0,0,11.45,8.28,0
20231123:0511,0,0,11.45,8.34,0
20231123:0611,0,0,11.56,8.48,0
20231123:0711,0,0,11.57,8.41,0
20231123:0811,0,0,11.57,8.14,0
20231123:0911,4.59,5.42,11.67,7.93,0
20231123:1011,17.46,11.02,11.81,8.69,0
20231123:1111,55.13,14.82,11.86,8.34,0
20231123:1211,48.69,16.5,12,8.34,0
20231123:1311,57.88,15.91,12.19,7.79,0
20231123:1411,33.08,13.09,12.15,8.21,0
20231123:1511,33.08,8.31,12.09,7.66,0
20231123:1611,1.84,1.94,11.95,7.38,0
20231123:1711,0,0,11.87,7.45,0
20231123:1811,0,0,11.88,7.17,0
20231123:1911,0,0,11.86,6.83,0
20231123:2011,0,0,11.89,6.07,0
20231123:2111,0,0,11.66,5.24,0
20231123:2211,0,0,11.4,4.21,0
20231123:2311,0,0,11.23,3.86,0
20231124:0011,0,0,11.02,3.59,0
20231124:0111,0,0,10.79,3.45,0
20231124:0211,0,0,10.62,3.24,0
20231124:0311,0,0,10.4,3.03,0
20231124:0411,0,0,10.08,2.76,0
20231124:0511,0,0,9.74,2.48,0
20231124:0611,0,0,9.32,2.41,0
20231124:0711,0,0,9.08,2.48,0
20231124:0811,0,0,8.91,2.41,0
20231124:0911,12.86,5.2,8.91,2.48,0
20231124:1011,132.55,10.8,9.47,3.03,0
20231124:1111,389.73,14.6,9.73,3.24,0
20231124:1211,415.88,16.29,9.81,2.97,0
20231124:1311,449.21,15.71,9.76,2.76,0
20231124:1411,407.25,12.91,9.58,2.55,0
20231124:1511,281.11,8.15,9.4,2.62,0
20231124:1611,6.43,1.8,9.09,2.55,0
20231124:1711,0,0,8.71,2.48,0
20231124:1811,0,0,8.41,2.55,0
20231124:1911,0,0,8.05,2.55,0
20231124:2011,0,0,7.77,2.69,0
20231124:2111,0,0,7.64,3.03,0
20231124:2211,0,0,6.72,3.31,0
20231124:2311,0,0,6.44,3.45,0
20231125:0011,0,0,6.26,3.86,0
20231125:0111,0,0,6.07,4.14,0
20231125:0211,0,0,5.97,4.07,0
20231125:0311,0,0,5.81,4.14,0
20231125:0411,0,0,5.76,4.07,0
20231125:0511,0,0,5.81,4.14,0
20231125:0611,0,0,6.02,4.28,0
20231125:0711,0,0,6.17,4.55,0
20231125:0811,0,0,6.29,4.69,0
20231125:0911,27.98,4.99,6.46,4.69,0
20231125:1011,42.26,10.58,6.79,4.97,0
20231125:1111,75.15,14.39,7.21,5.17,0
20231125:1211,39.51,16.09,7.71,5.03,0
20231125:1311,139.94,15.52,8.15,5.1,0
20231125:1411,116.22,12.74,8.56,4.97,0
20231125:1511,109.85,8,8.94,5.17,0
20231125:1611,5.51,1.66,9.05,5.24,0
20231125:1711,0,0,9.2,5.45,0
20231125:1811,0,0,9.36,6,0
20231125:1911,0,0,9.46,6.48,0
20231125:2011,0,0,9.5,6.9,0
20231125:2111,0,0,9.45,7.1,0
20231125:2211,0,0,9.59,7.03,0
20231125:2311,0,0,9.59,7.24,0
20231126:0011,0,0,9.74,7.1,0
20231126:0111,0,0,9.89,6.9,0
20231126:0211,0,0,10.12,6.62,0
20231126:0311,0,0,10.3,7.1,0
20231126:0411,0,0,10.45,6.41,0
20231126:0511,0,0,10.52,5.52,0
20231126:0611,0,0,10.77,4.76,0
20231126:0711,0,0,10.68,3.93,0
20231126:0811,0,0,10.55,3.59,0
20231126:0911,29.15,4.79,10.66,3.45,0
20231126:1011,140.33,10.38,10.89,3.93,0
20231126:1111,141.65,14.19,11.04,4.48,0
20231126:1211,88.59,15.89,11.19,4.62,0
20231126:1311,64.31,15.34,11.3,4.9,0
20231126:1411,92.68,12.57,11.37,5.38,0
20231126:1511,49.1,7.85,11.18,5.38,0
20231126:1611,0.92,1.53,11.04,5.03,0
20231126:1711,0,0,10.72,5.59,0
20231126:1811,0,0,10.67,5.52,0
20231126:1911,0,0,10.46,5.72,0
20231126:2011,0,0,10.27,5.52,0
20231126:2111,0,0,10.22,5.1,0
20231126:2211,0,0,10.17,4.69,0
20231126:2311,0,0,9.98,4.69,0
20231127:0011,0,0,10.12,4.41,0
20231127:0111,0,0,9.88,4.48,0
20231127:0211,0,0,9.77,4.41,0
20231127:0311,0,0,9.75,4.41,0
20231127:0411,0,0,9.53,4.48,0
20231127:0511,0,0,9.52,4.34,0
20231127:0611,0,0,9.35,4,0
20231127:0711,0,0,9.35,4.14,0
20231127:0811,0,0,9.13,4.69,0
20231127:0911,16.54,4.59,9.01,5.24,0
20231127:1011,41.34,10.17,9.26,5.79,0
20231127:1111,107.51,13.99,9.61,5.72,0
20231127:1211,504.19,15.7,9.87,6.07,0
20231127:1311,51.45,15.16,10.02,5.93,0
20231127:1411,347.56,12.41,10.01,6,0
20231127:1511,96.73,7.71,9.75,5.93,0
20231127:1611,1.84,1.41,9.14,5.93,0
20231127:1711,0,0,8.32,5.24,0
20231127:1811,0,0,7.82,4.69,0
20231127:1911,0,0,7.5,4.28,0
20231127:2011,0,0,7.16,3.86,0
20231127:2111,0,0,6.78,3.72,0
20231127:2211,0,0,6.35,3.86,0
20231127:2311,0,0,6.44,3.59,0
20231128:0011,0,0,6.35,3.38,0
20231128:0111,0,0,6.35,3.17,0
20231128:0211,0,0,6.63,2.9,0
20231128:0311,0,0,6.68,2.83,0
20231128:0411,0,0,6.81,2.83,0
20231128:0511,0,0,6.99,2.97,0
20231128:0611,0,0,7.16,2.97,0
20231128:0711,0,0,7.1,2.69,0
20231128:0811,0,0,7.16,2.48,0
20231128:0911,49.65,4.39,7.21,2.41,0
20231128:1011,117.93,9.98,7.63,2.28,0
20231128:1111,160.19,13.79,8.21,2.07,0
20231128:1211,217.73,15.52,8.74,1.86,0
20231128:1311,208.87,14.99,9.03,1.79,0
20231128:1411,87.18,12.26,9.1,2.07,0
20231128:1511,115.84,7.57,9.02,2.14,0
20231128:1611,0,0,8.84,2.28,0
20231128:1711,0,0,8.31,2.48,0
20231128:1811,0,0,7.95,2.41,0
20231128:1911,0,0,7.78,2.34,0
20231128:2011,0,0,7.69,2.07,0
20231128:2111,0,0,7.84,1.31,0
20231128:2211,0,0,7.78,0.9,0
20231128:2311,0,0,7.68,0.41,0
20231129:0011,0,0,7.7,0.55,0
20231129:0111,0,0,7.55,0.62,0
20231129:0211,0,0,7.25,0.76,0
20231129:0311,0,0,6.95,1.45,0
20231129:0411,0,0,6.8,1.79,0
20231129:0511,0,0,6.39,2.21,0
20231129:0611,0,0,5.96,2.62,0
20231129:0711,0,0,5.61,2.9,0
20231129:0811,0,0,5.16,3.52,0
20231129:0911,12.86,4.2,4.76,4.48,0
20231129:1011,72.51,9.79,5.3,5.24,0
20231129:1111,45.94,13.61,5.5,5.45,0
20231129:1211,159.86,15.34,5.9,5.59,0
20231129:1311,281.56,14.83,6.05,5.86,0
20231129:1411,209.1,12.11,6.06,6,0
20231129:1511,128.73,7.45,5.75,5.86,0
20231129:1611,0,0,5.18,6.21,0
20231129:1711,0,0,4.44,6.76,0
20231129:1811,0,0,4.16,7.03,0
20231129:1911,0,0,3.82,7.24,0
20231129:2011,0,0,3.38,7.24,0
20231129:2111,0,0,3.06,7.03,0
20231129:2211,0,0,2.69,6.55,0
20231129:2311,0,0,2.58,6.07,0
20231130:0011,0,0,2.61,5.93,0
20231130:0111,0,0,2.62,5.79,0
20231130:0211,0,0,2.79,5.66,0
20231130:0311,0,0,3,5.66,0
20231130:0411,0,0,3.21,5.86,0
20231130:0511,0,0,3,6.55,0
20231130:0611,0,0,2.57,7.17,0
20231130:0711,0,0,2.39,7.52,0
20231130:0811,0,0,2.26,7.59,0
20231130:0911,87.98,4.01,2.24,7.59,0
20231130:1011,391.19,9.6,2.92,7.66,0
20231130:1111,503.79,13.43,3.5,7.03,0
20231130:1211,630.45,15.17,4.15,6.83,0
20231130:1311,602.77,14.67,4.65,6.62,0
20231130:1411,497.51,11.98,5.04,6.41,0
20231130:1511,345.9,7.33,5.05,6.28,0
20231130:1611,0,0,4.72,5.79,0
20231130:1711,0,0,4.01,5.03,0
20231130:1811,0,0,3.72,4.28,0
20231130:1911,0,0,3.62,3.66,0
20231130:2011,0,0,3.33,2.97,0
20231130:2111,0,0,3.05,2.55,0
20231130:2211,0,0,3.1,2.07,0
20231130:2311,0,0,3.03,1.66,0
20231201:0011,0,0,3.11,1.45,0
20231201:0111,0,0,3.09,1.1,0
20231201:0211,0,0,3.27,0.34,0
20231201:0311,0,0,3.56,0.21,0
20231201:0411,0,0,3.8,0.76,0
20231201:0511,0,0,4.19,1.38,0
20231201:0611,0,0,4.4,1.86,0
20231201:0711,0,0,4.4,2.28,0
20231201:0811,0,0,4.23,2.48,0
20231201:0911,34.08,3.83,4.63,2.07,0
20231201:1011,292.7,9.42,5.76,1.72,0
20231201:1111,26.64,13.25,6.01,1.17,0
20231201:1211,255.79,15.01,6.2,0.69,0
20231201:1311,111.83,14.52,6.45,0.41,0
20231201:1411,323.6,11.84,6.79,0.62,0
20231201:1511,91.35,7.21,6.63,0.97,0
20231201:1611,0,0,6.2,1.52,0
20231201:1711,0,0,5.51,1.93,0
20231201:1811,0,0,5.78,1.79,0
20231201:1911,0,0,5.39,1.45,0
20231201:2011,0,0,5.25,0.9,0
20231201:2111,0,0,5.11,0.41,0
20231201:2211,0,0,4.84,0.55,0
20231201:2311,0,0,4.6,1.24,0
20231202:0011,0,0,4.61,1.86,0
20231202:0111,0,0,4.63,2.41,0
20231202:0211,0,0,4.51,2.62,0
20231202:0311,0,0,4.7,2.69,0
20231202:0411,0,0,4.65,2.76,0
20231202:0511,0,0,4.67,2.97,0
20231202:0611,0,0,4.5,3.1,0
20231202:0711,0,0,4.72,3.1,0
20231202:0811,0,0,4.47,2.83,0
20231202:0911,2.76,3.65,4.62,2.55,0
20231202:1011,50.4,9.25,5.14,2.55,0
20231202:1111,15.62,13.08,5.83,2.97,0
20231202:1211,139.54,14.85,6.49,3.45,0
20231202:1311,563.81,14.38,6.96,3.17,0
20231202:1411,416.65,11.72,7.06,2.97,0
20231202:1511,296.55,7.11,6.74,2.76,0
20231202:1611,0,0,6.24,2.62,0
20231202:1711,0,0,5.93,1.86,0
20231202:1811,0,0,5.74,0.83,0
20231202:1911,0,0,5.59,0.55,0
20231202:2011,0,0,5.53,1.03,0
20231202:2111,0,0,5.4,1.45,0
20231202:2211,0,0,4.27,2.07,0
20231202:2311,0,0,4.19,2.34,0
20231203:0011,0,0,3.88,2.41,0
20231203:0111,0,0,3.69,2.48,0
20231203:0211,0,0,3.5,2.9,0
20231203:0311,0,0,3.03,3.31,0
20231203:0411,0,0,2.91,3.79,0
20231203:0511,0,0,2.47,4.07,0
20231203:0611,0,0,1.97,4.28,0
20231203:0711,0,0,1.48,4.48,0
20231203:0811,0,0,1.36,4.76,0
20231203:0911,3.68,3.48,1.43,4.97,0
20231203:1011,20.21,9.08,1.65,5.52,0
20231203:1111,28.48,12.92,2.09,6,0
20231203:1211,33.08,14.7,2.42,6.07,0
20231203:1311,34.91,14.24,2.81,6,0
20231203:1411,22.05,11.6,2.92,6,0
20231203:1511,21.13,7.01,2.84,6.34,0
20231203:1611,0,0,2.49,6.48,0
20231203:1711,0,0,2.26,6.83,0
20231203:1811,0,0,2.16,6.9,0
20231203:1911,0,0,2.13,6.76,0
20231203:2011,0,0,2.18,6.97,0
20231203:2111,0,0,1.96,7.52,0
20231203:2211,0,0,2.33,7.93,0
20231203:2311,0,0,2.49,7.86,0
20231204:0011,0,0,2.37,7.52,0
20231204:0111,0,0,2.25,7.17,0
20231204:0211,0,0,2.01,6.97,0
20231204:0311,0,0,2.02,6.97,0
20231204:0411,0,0,2.09,6.62,0
20231204:0511,0,0,2.29,6.21,0
20231204:0611,0,0,2.57,5.72,0
20231204:0711,0,0,2.93,5.45,0
20231204:0811,0,0,3.4,5.31,0
20231204:0911,42.43,3.32,3.96,5.59,0
20231204:1011,413.64,8.92,4.87,6.41,0
20231204:1111,498.08,12.77,5.68,6.69,0
20231204:1211,569.86,14.56,6.28,6.83,0
20231204:1311,515.49,14.12,6.7,7.17,0
20231204:1411,493.56,11.49,6.76,6.9,0
20231204:1511,326.3,6.91,6.79,6.48,0
