time,G(i),H_sun,T2m,WS10m,Int
20231013:1411,575.17,25.1,12.38,10.62,0
20231013:1511,278.18,19.69,12.23,10.76,0
20231013:1611,175.15,12.68,11.98,9.66,0
20231013:1711,47.23,4.57,11.59,9.03,0
20231013:1811,0,0,11.03,8.48,0
20231013:1911,0,0,10.72,8.41,0
20231013:2011,0,0,10.4,8.21,0
20231013:2111,0,0,10.04,8.62,0
20231013:2211,0,0,10.03,9.38,0
20231013:2311,0,0,9.93,9.45,0
20231014:0011,0,0,9.8,9.38,0
20231014:0111,0,0,9.62,9.03,0
20231014:0211,0,0,9.44,8.69,0
20231014:0311,0,0,9.41,8.28,0
20231014:0411,0,0,9.29,7.86,0
20231014:0511,0,0,9.09,7.93,0
20231014:0611,0,0,9.04,7.79,0
20231014:0711,0,0,8.92,7.59,0
20231014:0811,210.97,8.93,8.98,7.59,0
20231014:0911,287.76,16.47,9.6,7.52,0
20231014:1011,275,22.62,10.25,9.03,0
20231014:1111,280.32,26.88,10.55,8.55,0
20231014:1211,541.23,28.75,10.62,8.34,0
20231014:1311,678.93,28,10.62,8.28,0
20231014:1411,562.49,24.73,10.59,8.14,0
20231014:1511,475.29,19.33,10.52,7.93,0
20231014:1611,296.97,12.33,10.45,7.45,0
20231014:1711,78.74,4.23,10.1,6.83,0
20231014:1811,0,0,9.62,6.48,0
20231014:1911,0,0,9.2,5.93,0
20231014:2011,0,0,8.69,5.17,0
20231014:2111,0,0,8.42,4.55,0
20231014:2211,0,0,8.21,3.79,0
20231014:2311,0,0,8.03,3.31,0
20231015:0011,0,0,7.69,3.03,0
20231015:0111,0,0,7.27,2.69,0
20231015:0211,0,0,7.39,2.07,0
20231015:0311,0,0,7.38,1.59,0
20231015:0411,0,0,7.38,1.59,0
20231015:0511,0,0,7.11,2.07,0
20231015:0611,0,0,6.97,2.14,0
20231015:0711,0,0,6.71,2.14,0
20231015:0811,103.21,8.65,6.88,2.34,0
20231015:0911,233.98,16.16,7.95,2.69,0
20231015:1011,422.85,22.3,8.59,2.9,0
20231015:1111,483.69,26.52,9.08,2.83,0
20231015:1211,539.48,28.38,9.39,2.76,0
20231015:1311,602.21,27.63,9.64,2.62,0
20231015:1411,456.31,24.36,9.67,2.69,0
20231015:1511,177.53,18.97,9.63,2.97,0
20231015:1611,85.7,11.98,9.45,3.31,0
20231015:1711,22.25,3.9,9.12,3.24,0
20231015:1811,0,0,8.7,3.31,0
20231015:1911,0,0,8.55,3.66,0
20231015:2011,0,0,8.51,3.86,0
20231015:2111,0,0,8.36,3.86,0
20231015:2211,0,0,8.4,4.41,0
20231015:2311,0,0,8.16,4.14,0
20231016:0011,0,0,7.89,3.93,0
20231016:0111,0,0,7.71,4.14,0
20231016:0211,0,0,7.52,4.14,0
20231016:0311,0,0,7.45,4.55,0
20231016:0411,0,0,7.45,4.76,0
20231016:0511,0,0,7.52,4.9,0
20231016:0611,0,0,7.6,4.9,0
20231016:0711,0,0,7.67,4.83,0
20231016:0811,107.51,8.36,7.87,4.97,0
20231016:0911,329.08,15.86,8.64,5.1,0
20231016:1011,594.56,21.97,9.76,5.52,0
20231016:1111,773.51,26.17,10.76,5.72,0
20231016:1211,860.4,28.01,11.58,5.93,0
20231016:1311,791.8,27.25,12.08,6.14,0
20231016:1411,442.08,23.99,12.17,6.21,0
20231016:1511,320.57,18.62,12.45,6.07,0
20231016:1611,174.2,11.64,12.26,6,0
20231016:1711,10.11,3.57,11.78,6.14,0
20231016:1811,0,0,10.91,5.86,0
20231016:1911,0,0,10.27,5.86,0
20231016:2011,0,0,9.69,6,0
20231016:2111,0,0,9.18,6.21,0
20231016:2211,0,0,8.71,6.69,0
20231016:2311,0,0,8.37,6.69,0
20231017:0011,0,0,8.14,6.69,0
20231017:0111,0,0,8.02,7.03,0
20231017:0211,0,0,8.16,7.17,0
20231017:0311,0,0,8.08,6.97,0
20231017:0411,0,0,8.14,7.31,0
20231017:0511,0,0,8.2,7.93,0
20231017:0611,0,0,8.29,8.07,0
20231017:0711,0,0,8.46,8.14,0
20231017:0811,25.73,8.08,8.89,8.41,0
20231017:0911,32.16,15.55,9.47,8.48,0
20231017:1011,41.34,21.64,10.36,8.21,0
20231017:1111,53.29,25.82,11.03,8.69,0
20231017:1211,60.64,27.65,11.23,8.97,0
20231017:1311,58.8,26.88,11.33,9.24,0
20231017:1411,56.96,23.63,11.15,9.59,0
20231017:1511,31.24,18.26,11.02,9.59,0
20231017:1611,16.54,11.3,10.86,9.72,0
20231017:1711,3.68,3.24,10.81,10,0
20231017:1811,0,0,10.85,9.93,0
20231017:1911,0,0,10.83,9.86,0
20231017:2011,0,0,10.88,9.79,0
20231017:2111,0,0,11.14,9.79,0
20231017:2211,0,0,11.39,9.52,0
20231017:2311,0,0,11.49,9.1,0
20231018:0011,0,0,11.74,8.9,0
20231018:0111,0,0,11.86,8.48,0
20231018:0211,0,0,11.88,8.48,0
20231018:0311,0,0,11.95,8.55,0
20231018:0411,0,0,12.11,8.9,0
20231018:0511,0,0,12.22,9.1,0
20231018:0611,0,0,12.25,9.1,0
20231018:0711,0,0,12.44,8.9,0
20231018:0811,12.86,7.79,12.66,9.17,0
20231018:0911,23.89,15.25,12.81,9.52,0
20231018:1011,32.16,21.31,13.27,8.97,0
20231018:1111,32.16,25.47,13.57,8.83,0
20231018:1211,38.59,27.28,13.76,9.1,0
20231018:1311,48.69,26.51,13.79,10.21,0
20231018:1411,62.48,23.26,13.63,9.86,0
20231018:1511,33.99,17.91,13.51,8.69,0
20231018:1611,11.94,10.96,13.52,8.55,0
20231018:1711,1.84,2.91,13.49,9.1,0
20231018:1811,0,0,13.45,8.41,0
20231018:1911,0,0,13.4,7.24,0
20231018:2011,0,0,13.3,5.72,0
20231018:2111,0,0,13.23,4.21,0
20231018:2211,0,0,13.52,2.9,0
20231018:2311,0,0,13.34,2.62,0
20231019:0011,0,0,13.16,1.79,0
20231019:0111,0,0,12.91,1.72,0
20231019:0211,0,0,12.84,2.9,0
20231019:0311,0,0,12.7,3.45,0
20231019:0411,0,0,12.53,3.59,0
20231019:0511,0,0,12.54,3.86,0
20231019:0611,0,0,12.56,4.28,0
20231019:0711,0,0,12.6,4.69,0
20231019:0811,13.78,7.51,12.67,4.76,0
20231019:0911,17.46,14.94,12.73,4.48,0
20231019:1011,46.86,20.99,12.96,4.83,0
20231019:1111,84.53,25.13,13.01,4.97,0
20231019:1211,85.45,26.92,13.14,3.93,0
20231019:1311,150.4,26.15,13.62,3.31,0
20231019:1411,224.36,22.9,13.84,2.55,0
20231019:1511,185.99,17.57,14.23,1.45,0
20231019:1611,119.27,10.63,14.27,0.69,0
20231019:1711,2.76,2.59,14.32,1.03,0
20231019:1811,0,0,13.73,1.59,0
20231019:1911,0,0,13.27,1.45,0
20231019:2011,0,0,13.02,1.38,0
20231019:2111,0,0,12.77,1.1,0
20231019:2211,0,0,12.76,1.1,0
20231019:2311,0,0,12.51,1.31,0
20231020:0011,0,0,12.4,1.79,0
20231020:0111,0,0,12.19,2,0
20231020:0211,0,0,12.24,2.07,0
20231020:0311,0,0,12,1.93,0
20231020:0411,0,0,11.96,1.66,0
20231020:0511,0,0,11.82,1.45,0
20231020:0611,0,0,11.79,1.52,0
20231020:0711,0,0,11.81,1.79,0
20231020:0811,51.29,7.23,11.88,2.28,0
20231020:0911,52.37,14.64,12.27,2.62,0
20231020:1011,278.27,20.66,12.79,3.79,0
20231020:1111,91.88,24.78,13.51,4.07,0
20231020:1211,74.42,26.56,14.07,3.79,0
20231020:1311,81.77,25.79,14.16,3.66,0
20231020:1411,48.69,22.55,13.82,4.97,0
20231020:1511,33.99,17.22,13.58,6.62,0
20231020:1611,11.03,10.3,13.16,6.83,0
20231020:1711,3.68,2.27,12.55,6.83,0
20231020:1811,0,0,11.88,6.55,0
20231020:1911,0,0,11.28,6.34,0
20231020:2011,0,0,10.98,6.28,0
20231020:2111,0,0,10.6,6.07,0
20231020:2211,0,0,10.36,5.24,0
20231020:2311,0,0,10.19,5.24,0
20231021:0011,0,0,10.07,5.38,0
20231021:0111,0,0,9.75,5.52,0
20231021:0211,0,0,9.29,5.59,0
20231021:0311,0,0,8.82,5.38,0
20231021:0411,0,0,8.49,4.83,0
20231021:0511,0,0,8.27,4.14,0
20231021:0611,0,0,8.18,3.66,0
20231021:0711,0,0,8.05,3.59,0
20231021:0811,82.61,6.94,8.17,3.52,0
20231021:0911,243.43,14.34,8.98,3.52,0
20231021:1011,438.3,20.34,9.84,2.83,0
20231021:1111,635.5,24.44,10.41,3.45,0
20231021:1211,238.15,26.2,10.94,4.21,0
20231021:1311,160.99,25.43,11.19,4.76,0
20231021:1411,109.05,22.2,11.25,4.9,0
20231021:1511,253.11,16.88,11.21,4.9,0
20231021:1611,79.72,9.98,11.11,4.48,0
20231021:1711,0.92,1.96,10.7,3.79,0
20231021:1811,0,0,10.31,3.24,0
20231021:1911,0,0,10.19,3.1,0
20231021:2011,0,0,10.01,2.9,0
20231021:2111,0,0,9.97,2.9,0
20231021:2211,0,0,9.41,2.69,0
20231021:2311,0,0,9.61,2.48,0
20231022:0011,0,0,9.68,2.28,0
20231022:0111,0,0,9.89,2.41,0
20231022:0211,0,0,9.93,2.48,0
20231022:0311,0,0,10.04,2.41,0
20231022:0411,0,0,10.1,2,0
20231022:0511,0,0,10.14,2.14,0
20231022:0611,0,0,9.83,2.21,0
20231022:0711,0,0,9.84,1.72,0
20231022:0811,153.58,6.66,10.21,1.66,0
20231022:0911,198.64,14.04,10.82,2.21,0
20231022:1011,562.63,20.01,11.17,2.48,0
20231022:1111,692.33,24.09,11.64,3.31,0
20231022:1211,784.75,25.85,11.87,3.79,0
20231022:1311,771.15,25.07,12.04,3.93,0
20231022:1411,673.92,21.85,12.27,4.07,0
20231022:1511,298.69,16.55,12.42,4.34,0
20231022:1611,73.93,9.65,12.41,4.55,0
20231022:1711,0.92,1.65,12.06,4.69,0
20231022:1811,0,0,11.38,5.31,0
20231022:1911,0,0,11.15,6.28,0
20231022:2011,0,0,10.75,6.62,0
20231022:2111,0,0,10.58,6.9,0
20231022:2211,0,0,10.61,7.38,0
20231022:2311,0,0,10.4,7.59,0
20231023:0011,0,0,10.32,7.66,0
20231023:0111,0,0,10.41,7.66,0
20231023:0211,0,0,10.67,7.52,0
20231023:0311,0,0,10.8,7.17,0
20231023:0411,0,0,11.15,6.83,0
20231023:0511,0,0,11.45,6.69,0
20231023:0611,0,0,11.64,6.41,0
20231023:0711,0,0,11.88,5.93,0
20231023:0811,12.86,6.38,11.9,5.79,0
20231023:0911,55.13,13.74,12.09,5.79,0
20231023:1011,47.78,19.69,11.78,5.1,0
20231023:1111,42.26,23.75,11.86,5.38,0
20231023:1211,69.83,25.5,12.12,4.9,0
20231023:1311,82.69,24.71,12.14,5.03,0
20231023:1411,48.69,21.5,12.22,4.76,0
20231023:1511,430.06,16.21,12.41,3.72,0
20231023:1611,123.37,9.34,12.31,3.24,0
20231023:1711,0.92,1.34,12.03,3.52,0
20231023:1811,0,0,11.84,4.21,0
20231023:1911,0,0,11.65,4.9,0
20231023:2011,0,0,11.33,5.31,0
20231023:2111,0,0,11.12,5.1,0
20231023:2211,0,0,10.94,4.28,0
20231023:2311,0,0,10.56,4.07,0
20231024:0011,0,0,10.27,3.72,0
20231024:0111,0,0,9.94,4,0
20231024:0211,0,0,9.74,4.07,0
20231024:0311,0,0,9.58,4.07,0
20231024:0411,0,0,9.41,4,0
20231024:0511,0,0,9.26,3.72,0
20231024:0611,0,0,9.12,3.45,0
20231024:0711,0,0,8.96,3.31,0
20231024:0811,21.13,6.1,9.03,3.24,0
20231024:0911,34.91,13.44,9.55,3.52,0
20231024:1011,66.15,19.37,10.25,4.28,0
20231024:1111,251.87,23.42,11.16,3.59,0
20231024:1211,733.36,25.15,11.38,2.83,0
20231024:1311,772.95,24.36,11.59,2.41,0
20231024:1411,491.81,21.16,11.72,2,0
20231024:1511,402.86,15.89,11.97,1.52,0
20231024:1611,206.99,9.02,11.99,1.24,0
20231024:1711,0,0,11.45,2.07,0
20231024:1811,0,0,10.58,2.28,0
20231024:1911,0,0,10.26,2.14,0
20231024:2011,0,0,9.77,1.72,0
20231024:2111,0,0,9.05,1.72,0
20231024:2211,0,0,9.35,2.69,0
20231024:2311,0,0,8.84,2.55,0
20231025:0011,0,0,8.45,3.03,0
20231025:0111,0,0,8.31,4,0
20231025:0211,0,0,8.04,4.21,0
20231025:0311,0,0,7.69,4.28,0
20231025:0411,0,0,7.56,4.48,0
20231025:0511,0,0,7.51,4.69,0
20231025:0611,0,0,7.43,4.9,0
20231025:0711,0,0,7.39,5.1,0
20231025:0811,22.97,5.81,7.46,5.72,0
20231025:0911,85.63,13.14,7.94,6.34,0
20231025:1011,64.31,19.06,8.74,7.1,0
20231025:1111,183.5,23.08,9.38,8.07,0
20231025:1211,156.63,24.8,10.12,8.55,0
20231025:1311,56.96,24.02,10.55,8.48,0
20231025:1411,53.29,20.82,11.1,8.21,0
20231025:1511,37.67,15.56,11.44,8.97,0
20231025:1611,25.73,8.71,11.56,9.31,0
20231025:1711,0,0,11.5,8.69,0
20231025:1811,0,0,11.41,8.62,0
20231025:1911,0,0,11.42,8.41,0
20231025:2011,0,0,11.31,9.03,0
20231025:2111,0,0,10.97,8.34,0
20231025:2211,0,0,11.95,5.86,0
20231025:2311,0,0,12.05,5.03,0
20231026:0011,0,0,12.05,5.59,0
20231026:0111,0,0,11.87,5.72,0
20231026:0211,0,0,11.62,6.14,0
20231026:0311,0,0,11.54,6.34,0
20231026:0411,0,0,11.48,6.28,0
20231026:0511,0,0,11.32,6.07,0
20231026:0611,0,0,11.24,6.07,0
20231026:0711,0,0,11.23,5.72,0
20231026:0811,48.61,5.53,11.34,5.72,0
20231026:0911,218.56,12.84,11.69,6.21,0
20231026:1011,500.32,18.74,11.78,6,0
20231026:1111,45.02,22.75,12.16,6.34,0
20231026:1211,34.91,24.46,12.35,7.17,0
20231026:1311,572.79,23.67,12.46,6.55,0
20231026:1411,317.72,20.49,12.58,5.66,0
20231026:1511,500.75,15.24,12.42,5.17,0
20231026:1611,15.62,8.4,12.16,5.45,0
20231026:1711,0,0,12.04,4.9,0
20231026:1811,0,0,11.74,4.34,0
20231026:1911,0,0,11.52,4.34,0
20231026:2011,0,0,11.35,4.55,0
20231026:2111,0,0,11.09,4.55,0
20231026:2211,0,0,11.01,4.69,0
20231026:2311,0,0,10.77,5.31,0
20231027:0011,0,0,10.63,6.28,0
20231027:0111,0,0,10.27,6,0
20231027:0211,0,0,10.05,5.79,0
20231027:0311,0,0,9.91,5.59,0
20231027:0411,0,0,9.87,5.45,0
20231027:0511,0,0,9.86,5.31,0
20231027:0611,0,0,9.83,5.03,0
20231027:0711,0,0,9.74,5.03,0
20231027:0811,17.46,5.26,9.73,5.31,0
20231027:0911,115.58,12.55,10.02,5.93,0
20231027:1011,553.93,18.42,10.45,5.86,0
20231027:1111,634.18,22.42,11.17,6.14,0
20231027:1211,734.82,24.12,11.94,6.34,0
20231027:1311,712.28,23.33,12.46,6.69,0
20231027:1411,152.68,20.15,13.04,7.03,0
20231027:1511,17.46,14.92,13.23,7.03,0
20231027:1611,172.86,8.1,12.77,6.97,0
20231027:1711,0,0,12.31,6.62,0
20231027:1811,0,0,11.8,6.21,0
20231027:1911,0,0,11.57,6,0
20231027:2011,0,0,11.25,5.66,0
20231027:2111,0,0,11.06,5.66,0
20231027:2211,0,0,10.58,6,0
20231027:2311,0,0,10.3,5.52,0
20231028:0011,0,0,10.18,5.86,0
20231028:0111,0,0,10.01,6.14,0
20231028:0211,0,0,10.1,6.28,0
20231028:0311,0,0,10.1,6.76,0
20231028:0411,0,0,10.18,7.24,0
20231028:0511,0,0,10.54,7.52,0
20231028:0611,0,0,10.72,7.31,0
20231028:0711,0,0,10.79,6.97,0
20231028:0811,107.41,4.98,10.81,6.97,0
20231028:0911,238.12,12.25,10.94,7.45,0
20231028:1011,543.37,18.11,11.1,7.86,0
20231028:1111,574.7,22.09,11.84,8.14,0
20231028:1211,750.85,23.78,12.19,7.79,0
20231028:1311,572.14,23,12.4,7.45,0
20231028:1411,522.9,19.83,12.62,6.41,0
20231028:1511,267.78,14.61,12.81,5.59,0
20231028:1611,18.38,7.81,12.42,5.86,0
20231028:1711,0,0,12.05,5.31,0
20231028:1811,0,0,11.65,4.62,0
20231028:1911,0,0,11.27,4.28,0
20231028:2011,0,0,11.07,4.28,0
20231028:2111,0,0,10.9,4,0
20231028:2211,0,0,10.16,3.79,0
20231028:2311,0,0,10.08,3.59,0
20231029:0011,0,0,9.8,3.38,0
20231029:0111,0,0,9.66,3.03,0
20231029:0211,0,0,9.5,2.76,0
20231029:0311,0,0,9.35,2.28,0
20231029:0411,0,0,9.18,1.93,0
20231029:0511,0,0,9.16,1.93,0
20231029:0611,0,0,9.07,2.14,0
20231029:0711,0,0,8.79,2.34,0
20231029:0811,12.86,4.7,8.97,2.62,0
20231029:0911,190.26,11.96,8.93,2.55,0
20231029:1011,562.97,17.8,9.42,2.97,0
20231029:1111,684.61,21.76,10.11,2.97,0
20231029:1211,739.72,23.45,10.63,2.76,0
20231029:1311,709.3,22.67,11.08,2.48,0
20231029:1411,239.55,19.51,11.19,1.93,0
20231029:1511,327.99,14.3,11.37,2.28,0
20231029:1611,265.53,7.51,11.26,2.55,0
20231029:1711,0,0,10.75,2.69,0
20231029:1811,0,0,10.1,2.83,0
20231029:1911,0,0,9.78,2.76,0
20231029:2011,0,0,9.96,2.62,0
20231029:2111,0,0,9.52,2.97,0
20231029:2211,0,0,9.51,4.28,0
20231029:2311,0,0,9.15,4.76,0
20231030:0011,0,0,8.99,5.17,0
20231030:0111,0,0,8.82,5.31,0
20231030:0211,0,0,8.68,5.38,0
20231030:0311,0,0,8.53,5.45,0
20231030:0411,0,0,8.45,5.24,0
20231030:0511,0,0,8.49,5.17,0
20231030:0611,0,0,8.34,5.17,0
20231030:0711,0,0,8.26,5.17,0
20231030:0811,12.86,4.42,8.38,5.24,0
20231030:0911,32.16,11.67,8.87,5.17,0
20231030:1011,73.5,17.49,8.64,5.1,0
20231030:1111,252.16,21.44,9.35,5.24,0
20231030:1211,164.41,23.12,10.16,5.52,0
20231030:1311,164.94,22.34,10.6,5.59,0
20231030:1411,79.93,19.19,11.14,4.97,0
20231030:1511,387.03,14,11.44,4.41,0
20231030:1611,186.93,7.23,11.58,3.38,0
20231030:1711,0,0,11.1,3.03,0
20231030:1811,0,0,10.46,3.17,0
20231030:1911,0,0,10.3,2.97,0
20231030:2011,0,0,10.08,2.48,0
20231030:2111,0,0,9.9,2.21,0
20231030:2211,0,0,9.76,2.55,0
20231030:2311,0,0,9.3,2.07,0
20231031:0011,0,0,8.8,1.93,0
20231031:0111,0,0,8.52,1.72,0
20231031:0211,0,0,8.51,1.72,0
20231031:0311,0,0,8.46,2.14,0
20231031:0411,0,0,8.59,2.21,0
20231031:0511,0,0,8.6,2.14,0
20231031:0611,0,0,8.93,2.34,0
20231031:0711,0,0,9.2,2.69,0
20231031:0811,47.34,4.15,9.29,2.97,0
20231031:0911,92.29,11.38,9.79,3.24,0
20231031:1011,194.89,17.18,10.09,4.14,0
20231031:1111,199.69,21.12,10.67,4.76,0
20231031:1211,217.74,22.79,11.13,5.66,0
20231031:1311,107.37,22.01,11.46,6.48,0
20231031:1411,41.34,18.87,11.54,6.48,0
20231031:1511,43.18,13.7,11.61,7.1,0
20231031:1611,45.21,6.94,11.38,7.72,0
20231031:1711,0,0,11.31,8.34,0
20231031:1811,0,0,11.2,9.1,0
20231031:1911,0,0,11.01,9.38,0
20231031:2011,0,0,11.15,9.1,0
20231031:2111,0,0,11.47,8.76,0
20231031:2211,0,0,11.7,8.07,0
20231031:2311,0,0,12.12,7.86,0
20231101:0011,0,0,12.51,7.1,0
20231101:0111,0,0,12.64,7.52,0
20231101:0211,0,0,12.3,6.48,0
20231101:0311,0,0,11.98,5.38,0
20231101:0411,0,0,11.7,6.34,0
20231101:0511,0,0,11.11,6.28,0
20231101:0611,0,0,10.77,5.17,0
20231101:0711,0,0,10.41,4.41,0
20231101:0811,3.68,3.88,9.83,13.38,0
20231101:0911,19.29,11.09,9.75,17.17,0
20231101:1011,55.13,16.88,9.19,11.72,0
20231101:1111,530.28,20.8,9.37,10.41,0
20231101:1211,39.51,22.47,10,10.55,0
20231101:1311,512.91,21.69,10.3,11.66,0
20231101:1411,667.68,18.56,10.55,10.07,0
20231101:1511,258.16,13.41,10.47,8.69,0
20231101:1611,16.54,6.66,10.15,7.31,0
20231101:1711,0,0,9.43,5.86,0
20231101:1811,0,0,9.23,4.69,0
20231101:1911,0,0,8.71,3.66,0
20231101:2011,0,0,8.51,3.03,0
20231101:2111,0,0,8.5,3.24,0
20231101:2211,0,0,8.45,3.79,0
20231101:2311,0,0,8.72,5.03,0
20231102:0011,0,0,8.96,5.24,0
20231102:0111,0,0,9.03,5.72,0
20231102:0211,0,0,9.07,6.34,0
20231102:0311,0,0,9.12,6.9,0
20231102:0411,0,0,9.31,7.66,0
20231102:0511,0,0,9.71,8.41,0
20231102:0611,0,0,10.07,9.79,0
20231102:0711,0,0,10.22,10.97,0
20231102:0811,21.93,3.6,10.27,11.38,0
20231102:0911,84.34,10.8,10.41,11.38,0
20231102:1011,81.79,16.58,10.53,10.9,0
20231102:1111,231.37,20.49,10.81,11.45,0
20231102:1211,97.39,22.15,10.98,10.83,0
20231102:1311,181.98,21.38,11.54,10.14,0
20231102:1411,101.37,18.26,11.82,9.79,0
20231102:1511,108.56,13.12,11.85,8.83,0
20231102:1611,20.21,6.39,11.73,7.93,0
20231102:1711,0,0,11.6,7.93,0
20231102:1811,0,0,11.49,8.55,0
20231102:1911,0,0,11.34,9.03,0
20231102:2011,0,0,11.21,9.52,0
20231102:2111,0,0,11.02,9.38,0
20231102:2211,0,0,10.47,8,0
20231102:2311,0,0,10.41,7.72,0
20231103:0011,0,0,10.11,7.59,0
20231103:0111,0,0,9.69,8.21,0
20231103:0211,0,0,9.5,8.34,0
20231103:0311,0,0,9.57,7.59,0
20231103:0411,0,0,9.64,6.69,0
20231103:0511,0,0,9.47,6.07,0
20231103:0611,0,0,9.5,6,0
20231103:0711,0,0,9.73,6,0
20231103:0811,40.74,3.33,9.96,5.52,0
20231103:0911,307.07,10.52,10.51,5.38,0
20231103:1011,503.99,16.28,11.19,6.55,0
20231103:1111,642.06,20.18,11.52,7.17,0
20231103:1211,718.1,21.83,11.61,7.86,0
20231103:1311,305.54,21.06,11.65,7.66,0
20231103:1411,226.95,17.96,11.33,6.62,0
20231103:1511,386.89,12.83,11.08,5.72,0
20231103:1611,146.07,6.12,10.81,5.59,0
20231103:1711,0,0,10.2,4.28,0
20231103:1811,0,0,9.84,2.83,0
20231103:1911,0,0,9.7,3.03,0
20231103:2011,0,0,9.49,2.14,0
20231103:2111,0,0,9.26,2.9,0
20231103:2211,0,0,9.08,4.14,0
20231103:2311,0,0,8.7,4.69,0
20231104:0011,0,0,8.61,5.45,0
20231104:0111,0,0,8.33,6.34,0
20231104:0211,0,0,7.96,6.83,0
20231104:0311,0,0,7.86,7.03,0
20231104:0411,0,0,7.81,7.38,0
20231104:0511,0,0,7.7,8,0
20231104:0611,0,0,7.63,8.28,0
20231104:0711,0,0,7.5,8.48,0
20231104:0811,5.51,3.06,7.52,8.83,0
20231104:0911,32.16,10.23,7.65,8.83,0
20231104:1011,234.75,15.98,8.14,8.41,0
20231104:1111,71.66,19.87,8.3,8.07,0
20231104:1211,181.78,21.52,8.51,7.93,0
20231104:1311,212.24,20.76,8.79,7.66,0
20231104:1411,65.23,17.66,9.23,7.66,0
20231104:1511,65.03,12.55,9.79,7.66,0
20231104:1611,22.05,5.86,9.95,7.31,0
20231104:1711,0,0,9.91,6.76,0
20231104:1811,0,0,9.97,6.41,0
20231104:1911,0,0,9.86,6.55,0
20231104:2011,0,0,9.73,6.07,0
20231104:2111,0,0,9.47,5.59,0
20231104:2211,0,0,9.19,6.34,0
20231104:2311,0,0,9.25,6.9,0
20231105:0011,0,0,9.49,7.38,0
20231105:0111,0,0,9.64,8.21,0
20231105:0211,0,0,9.67,8.55,0
20231105:0311,0,0,9.81,8.34,0
20231105:0411,0,0,9.9,8.07,0
20231105:0511,0,0,10.11,7.45,0
20231105:0611,0,0,10.23,6.9,0
20231105:0711,0,0,10.11,6.41,0
20231105:0811,27.25,2.8,10.14,6,0
20231105:0911,198.51,9.95,10.37,5.66,0
20231105:1011,161.8,15.69,10.72,5.86,0
20231105:1111,24.81,19.56,10.66,6.41,0
20231105:1211,195.66,21.21,10.78,6.34,0
20231105:1311,25.73,20.45,10.66,6.55,0
20231105:1411,426.18,17.37,10.63,6.97,0
20231105:1511,64.18,12.28,10.49,7.45,0
20231105:1611,166.35,5.6,10.44,7.79,0
20231105:1711,0,0,10.06,8.28,0
20231105:1811,0,0,10.09,8.76,0
20231105:1911,0,0,9.94,9.03,0
20231105:2011,0,0,9.79,9.45,0
20231105:2111,0,0,9.75,9.72,0
20231105:2211,0,0,10.29,10.69,0
20231105:2311,0,0,9.93,10.97,0
20231106:0011,0,0,9.75,10.55,0
20231106:0111,0,0,9.62,9.72,0
20231106:0211,0,0,9.51,9.45,0
20231106:0311,0,0,9.43,9.38,0
20231106:0411,0,0,9.35,9.38,0
20231106:0511,0,0,9.68,8.62,0
20231106:0611,0,0,9.97,8.48,0
20231106:0711,0,0,10.01,8.48,0
20231106:0811,17.37,2.53,10.04,8.62,0
20231106:0911,10.11,9.67,10.23,8.9,0
20231106:1011,20.21,15.4,9.96,8.62,0
20231106:1111,110.38,19.26,10.41,8.76,0
20231106:1211,33.99,20.91,10.72,8.83,0
20231106:1311,61.56,20.16,10.88,8.83,0
20231106:1411,585.2,17.09,10.82,8.69,0
20231106:1511,13.78,12.01,10.81,8.9,0
20231106:1611,4.59,5.35,10.78,8.9,0
20231106:1711,0,0,10.59,8.62,0
20231106:1811,0,0,10.47,8.41,0
20231106:1911,0,0,10.55,8.41,0
20231106:2011,0,0,10.68,8.62,0
20231106:2111,0,0,10.39,8.83,0
20231106:2211,0,0,10.02,9.03,0
20231106:2311,0,0,9.89,8.97,0
20231107:0011,0,0,9.73,8.97,0
20231107:0111,0,0,9.98,8.21,0
20231107:0211,0,0,10.17,7.38,0
20231107:0311,0,0,10.15,7.1,0
20231107:0411,0,0,10.17,6.9,0
20231107:0511,0,0,10.29,6.83,0
20231107:0611,0,0,10.12,6.97,0
20231107:0711,0,0,10.04,6.83,0
20231107:0811,9.19,2.27,9.99,6.41,0
20231107:0911,47.72,9.4,10.23,6.07,0
20231107:1011,334.23,15.11,10.59,5.93,0
20231107:1111,595.1,18.97,10.94,5.66,0
20231107:1211,170.83,20.61,11.15,5.52,0
20231107:1311,89.12,19.86,10.98,5.52,0
20231107:1411,399.67,16.81,10.88,5.52,0
20231107:1511,259.36,11.75,10.86,5.24,0
20231107:1611,71.55,5.1,10.64,5.72,0
20231107:1711,0,0,10.59,6.55,0
20231107:1811,0,0,10.68,7.45,0
20231107:1911,0,0,10.12,8.07,0
20231107:2011,0,0,9.78,9.17,0
20231107:2111,0,0,9.84,9.45,0
20231107:2211,0,0,9.85,10.14,0
20231107:2311,0,0,9.86,10.48,0
20231108:0011,0,0,10.09,11.52,0
20231108:0111,0,0,11.42,13.24,0
20231108:0211,0,0,10.98,14.07,0
20231108:0311,0,0,10.15,12.97,0
20231108:0411,0,0,9.97,11.59,0
20231108:0511,0,0,9.65,11.1,0
20231108:0611,0,0,9.56,10.83,0
20231108:0711,0,0,9.52,10.62,0
20231108:0811,8.27,2.01,9.54,10.62,0
20231108:0911,216.11,9.13,9.33,11.24,0
20231108:1011,144.06,14.83,9.17,12.07,0
